Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
DesignAE / Landscaping,"Sydney, New South Wales  AU","Four seasons, four perfect movements in harmony with each other and all those are yours. “DesignAE” is a professional landscaping company who can make each garden/landscape to be the fulfilment of imagination, as we believe in what we create, so that all gardening is landscape painting. Our professional team will help you enjoy your garden, cause we believe it’s our landscape that defines our identity.",61422363611,Architecture and Planning,11-50 employees,https://designae.com.au,"Sydney, New South Wales",Public Company,null,https://www.linkedin.com/company/designae/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MEP Consulting Engineers,"152 St Georges Terrace, Perth CBD, Western Australia 6000, AU","We are Perth-based consultancy that specialises in the design and management of Mechanical, Electrical and Plumbing (MEP) systems for the built environment.We are a group engineers and designers who have dedicated our careers to the MEP profession.  We take the utmost pride in our work, and we aim to deliver well-considered outcomes that are of real significance and worth to our clients.  Our areas of specialisation are as follows.Mechanical Services:•	Air conditioning systems for all types of buildings•	Dust and fume extraction systems•	Kitchen exhaust systems•	Mechanical smoke hazard management systems•	Car park ventilation systems•	Building Management and Control systems•	Miscellaneous exhaust and ventilation systemsElectrical Services:•	Power distribution systems•	Lighting systems, including lighting controls•	Emergency lights and exit signs•	Structured communications infrastructure•	MATV systems•	On-site power generation including photovoltaics•	Access control and intruder detection systems•	Smoke detection and alarm systemsPlumbing/Hydraulic Services:•	Sanitary drainage including soil, waste and vent pipe systems•	Industrial waste drainage•	Hot and cold water services•	Natural gas services•	Roof drainage and stormwater disposal•	Rainwater harvesting•	Grey water recycling•	Septic and effluent disposal systems•	Fire water systems, including fire hydrants and hose reels",+61 8 6153 3616,Architecture and Planning,2-10 employees,http://www.mepconsulting.com.au,"Perth CBD, Western Australia",Privately Held,2020,https://www.linkedin.com/company/mep-consulting/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Smart Design Studio,"632 Bourke Street, Surry Hills, NSW 2010, AU","The philosophy of Smart Design Studio (SDS) can be distilled into three simple words: excellence, innovation and collaboration. •	Excellence stands for a quality of design and construction that's about being world class. •	Innovation pushes us to move beyond our tried and tested designs and details to invent new ideas and embrace new technology.• 	Collaboration - with the whole project team including client, builder, specialist consultants and approval authority - is the method by which a great project is delivered.The SDS team consists of 40 staff. We have been operating for over 17 years as a successful practice with the capacity and experience to undertake a broad array of projects. Our efforts focus on getting great buildings built - we apply our experience in design and documentation to each project we undertake, whilst striving to introduce innovation and new concepts to continually invigorate our work. This approach creates a unique quality for each project and encourages continual growth in the Studio.At Smart Design Studio we aim to excel and deliver the very finest designs with a strong attention to detail. A selection of some of our recent awards include:2017 INDE.Award Winner The Luminary AIA NSW Architecture Award Winner Multi-Unit Residential Crown 515 INDE.Award Winner The Building Indigo Slam INDE.Award Winner The Best of the Best Indigo SlamAIDA Residential Design Winner Premier Award Indigo Slam AIDA Residential Interior Winner Residential-Single Indigo SlamBelle Coco Republic Best Residential Winner Residential-Interior Indigo Slam2016 AIA National Robin Boyd Award: Winner Residential Indigo Slam AIA NSW Wilkinson Award: Winner Residential Indigo Slam AIA NSW Award: Winner Multi- Unit Residential Sydney 3852015UDIA Awards for Excellence: Winner Medium Density North OneAIA National Award: Winner Residential OramaAIA NSW Hugh and Eva Burich: Winner Residential Orama  Interior Design Award National Winner Residential Orama",null,Architecture and Planning,11-50 employees,http://www.smartdesignstudio.com,"Surry Hills, NSW",Privately Held,1997,https://www.linkedin.com/company/smart-design-studio/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
bureau^proberts,"Ground Level,, 232A Adelaide Street, Brisbane, QLD 4000, AU","Between our Brisbane and Gold Coast studios, our architects and designers work with a spirit of enquiry. Together, we conceive, test and progress designs for Development, Culture and Housing projects. For more than 30 years, Managing and Creative Director Liam Proberts has led our talented team to undertake work both internationally and nationally. Our Australian portfolio spans projects throughout South-East Queensland (including the Gold Coast and Sunshine Coast), North Queensland and the nation’s capital. Offshore, you’ll find our architecture in the Middle East and South-East Asia. Universally, our clients praise the studio’s ability to leverage the crossover of ideas and knowledge between Development, Culture and Housing sectors.",3221 0672,Architecture and Planning,11-50 employees,http://www.bureauproberts.com.au,"Brisbane, QLD",Public Company,1990,https://www.linkedin.com/company/bureau-proberts/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
db Interiors Ltd.,null,"Are you a CEO, CFO, Facilities Manager or simply the go to person for your office space?Some of the leading issues in work environments today include poor ergonomics - leading to unproductive and unhappy staff, inefficient use of space and waste-  Noisy and distracting working environments with poor alignment for teams who would perform a lot better in an agile office.These issues are a huge money waster, high staff turnover - threatening market placement and poor team layout -  which leads to a break down in communication and productivity.Do these issues sound all too familiar to you? We are here to help!A cleverly designed office space is critical and there a are number of key components. Sit/stand desks can alleviate the stress of poor ergonomics, as well as adjustable seating and focus zones are extremely important.Comfortable break out areas and zones allow the creative juice in the brain to flow. Maximizing floor space and utilizing what you have to it’s full capacity, converts to more output and less overhead expense and potential savings in rent every annum. Speak to one of our spatial design experts today! Vibrant work spaces create excellent leverage for HR and attract just the right staff you want for your business. Smart team zoning, especially in open plan offices, helps to develop your staff and up skill people, improves communication and creates a cohesive team and collaborative work environment.With over 50 years of experience in all of these fields we are industry experts!Contact us today.Book a free discovery meeting with one of our team http://www.dbinteriors.co.nz/discovery/book/ Give us a phone call on 0800 999 000Or if you prefer email contact,  you can reach us on sales@dbinteriors.co.nz",null,Architecture and Planning,11-50 employees,http://www.dbinteriors.co.nz,null,Privately Held,1966,https://www.linkedin.com/company/db-interiors-ltd/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
k20 Architecture,"126 Bank Street, Level 1, South Melbourne, Victoria 3205, AU","Dynamic and innovative, k20 Architecture is an award-winning design-based studio founded in 2002 by leading Melbourne Architects Theodore Kerlidis and Anthony Uahwatanasakul. As a progressive practice we attract the brightest minds in Architecture and are a diverse, engaged and values-driven team of passionate architects and designers. Our mission is Eco-Centric Architecture - To place people at the centre of our buildings and our buildings at the centre of their ecology, enhancing people’s experience of our built environment and the ecology of our land. As we take our clients though a collaborative exploration of creativity within the design journey, k20 Architecture is renowned for delivering a highly personalised level of client service. Specialising in public projects our community expertise spans multi-purpose centres, sporting facilities, childcare centres, maternity health, early education, administration centres, depot facilities, townhalls, libraries, civic centres and performing art buildings.",396994440,Architecture and Planning,11-50 employees,http://www.k20architecture.com,"South Melbourne, Victoria",Public Company,2001,https://www.linkedin.com/company/k20-architecture/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Nightingale Housing,"Melbourne,   AU","Nightingale Housing seeks to create a world in which housing in contemporary urban environments is built to support well-being, community and liveability.

Nightingale supports, educates and advocates for the delivery of designer led multi-residential housing which considers at its core: social health; economic resilience; and environmental sustainability.",null,Architecture and Planning,2-10 employees,http://nightingalehousing.org,null,Nonprofit,2015,https://www.linkedin.com/company/nightingale-housing/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
OPTIMA,null,"We are a national design and construction team that exists to remove the barriers in Dental environments by focusing on patient experience, practice efficiency, and staff engagement. With a Vision to change public perception of Dentistry, we improve bottom-line results with an average increase in revenue of 20-50%.Over the years, we’ve curated our business offering to respond to the Dental industry’s emerging needs. We combine planning, strategic architecture, interior design, project management and construction to deliver realistic end-to-end solutions.We’re family owned and operated and still working with a smile after 30 years – that shows in the environments we create and the relationship with have with our customers, suppliers & network partners. Our team is built on passion, integrity, excellence, gratitude and humility. This strong set of core values lies at the centre of our entire operation.Every day our architects, technical specialists, project managers, interior designers, planners and project consultants, work with an unwavering dedication to deliver on our Vision. Our clients partner with us to improve bottom-line results, increase productivity, create better workflow, deliver excellent patient experience, reduce stress, feel like a new leader and have engaged and motivated staff that come to work happy and go home happier.We are changing public perception of dentistry across Australia. Are you with us?",1800 266 515,Architecture and Planning,11-50 employees,http://www.optimahg.com.au,"NORTH SHORE, VIC",Privately Held,1991,https://www.linkedin.com/company/optimahg/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PEDDLE THORP,null,"Peddle Thorp is an architectural design practice that makes places for people, not just buildings.

We are the architects people choose when they want to work with creative, responsive and
pragmatic experts that can deliver a sophisticated aesthetic combined with superior functionality.

Our practice has developed award-winning projects across Australia and overseas, and specialises
in designing major health, education and public buildings.",null,Architecture and Planning,11-50 employees,http://www.peddlethorp.com.au,"Brisbane, Qld",Privately Held,1963,https://www.linkedin.com/company/peddle-thorp/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,Architecture and Planning,null,http://www.blueturtlemc/us.com,null,null,null,https://www.linkedin.com/company/btm-c/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
FPOV,null,"FPOV is a global lighting design + AV Design consultancy base in London, Bath, Sydney, Melbourne, Gold Coast, Perth, Hong Kong, Indonesia, Singapore, + Dubai.  2000+ Projects40+ designers8 studiosLIFESTYLE - COMMERCIAL - CIVIC - RETAIL projectsThe Business was created to provide a fresh and independent service, where imaginative and resourceful design is underpinned by strong technical competence.  We provide a complete service from briefing and concept through to final commissioning. This includes full design and documentation.  FPOV staff have theatre, architectural, industrial design, and technical operations backgrounds. They have worked on some of the most prestigious projects and productions in the world.   This diverse background means that we are well attuned to aesthetic goals, operational needs, as well as the technical requirements.  We place great value on making the process of consulting and design a pleasant and rewarding team experience.",null,Architecture and Planning,11-50 employees,https://www.f-pov.com/lighting-design-projects/civic/382-qantas-lounges,"Sydney, NSW",Privately Held,2002,https://www.linkedin.com/company/point-of-view-design/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUSTANCE,null,"CUSTANCE  was founded in New Zealand nearly 30 years ago and established in Australia in January 2000.  We are a highly experienced, multi-disciplinary practice at the forefront of Architecture and Interior design, offering a wealth of experience encompassing architectural and interior work for private owners and investors, multinational corporations, developers, and government departments. Our critical point of difference lies in the personal commitment our Director makes to each project we undertake by remaining in a “hands on” role throughout from inception to completion. We see this approach as a definitive point of difference in the industry which forms a key component of the success of our projects to date. We are passionate about using our collective knowledge, experience and empathy to transform peoples’ lives by offering them spaces that have enduring value and are committed to delivering projects that have economic, social and environmental sustainability.",null,Architecture and Planning,11-50 employees,http://www.custance.com.au,"Sydney, NSW",Privately Held,2000,https://www.linkedin.com/company/custance-associates-limited/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Spyre Group Pty Ltd,"47 Prospect St, Fortitude Valley, Queensland 4006, AU","Spyre Group is a specialist property company focused on residential development, managed property trusts and property advisory. Our team has developed more than $250 million worth of end property value around South East Queensland and beyond. Spyre Group was founded in 2008 and has grown from a family based busines into a successful and evolving development group back by high net worth investors. Services span the entire spectrum of property development from identifying and funding new opportunities to design and execution.",null,Architecture and Planning,2-10 employees,http://www.spyregroup.com.au,"Fortitude Valley, Queensland",Privately Held,2008,https://www.linkedin.com/company/spyre-group-pty-ltd/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Town Planning Alliance,"57 Manilla St, Studio 57, East Brisbane, Queensland 4169, AU","Town Planning Alliance offers specialist planning & development services.  Our objective is to achieve the best planning & development outcome no matter what size project you have in the shortest time possible. At Town Planning Alliance we believe that a successful development is contingent upon a ""Develop Right""​ approach. In ""Developing Right""​, we draw upon our alliance with other industry experts to implement a ""Buy Right, Design Right, Plan Right and Build Right""​ model.",07 3361 9999,Architecture and Planning,11-50 employees,http://www.tpalliance.com.au,"East Brisbane, Queensland",Privately Held,2007,https://www.linkedin.com/company/town-planning-alliance/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Built Industry Group,"The University of Melbourne, Melbourne, Victoria 3010, AU","Built Industry Group (BIG) connects students with industry. We achieve this through practice-based learning, network development and multi-disciplinary engagement.BIG is a student-run, non-profit organisation based in The University of Melbourne.",null,Architecture and Planning,11-50 employees,http://www.builtindustrygroup.com,"Melbourne, Victoria",Nonprofit,2016,https://www.linkedin.com/company/university-property-network-upn-/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
VIA Architects //,"3/377 Lonsdale Street, Melbourne, Victoria 3000, AU","VIA are a select team of passionate professionals offering a diverse range of skills and experience.We fuse rigour and knowledge with vision and creativity. At VIA, the studio deliver work that is considered - architecture that responds to place, purpose and real human need.Our projects are driven by collaboration - with our clients, with our partners and with our own.Underpinning it all is our culture. It is the lifeblood of all we do.So come along, create with us.",03 8678 3300,Architecture and Planning,11-50 employees,http://www.viaarchitects.com.au,"Melbourne, Victoria",Privately Held,1998,https://www.linkedin.com/company/via-architects-/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CCG Architects Pty Ltd,null,"CCG Architects is a well-established architectural firm. We design responsive environments, delivering sustainable, humanistic solutions that integrate commercial imperatives and social objectives. Our firm offers multi-disciplinary expertise in architecture, interior design, urban design, heritage and planning. These complementary services achieve quality cost and time efficiencies for clients - from project inception to occupation. CCG's extensive experience and in-depth understanding of a range of building types, including transport, infrastructure (supported by its large railway team and long standing relationship with railway clients), residential, institutional, Heritage and Government projects. Our master planning and urban design experience is extensive and we have completed many major urban design and complex master planning projects, both nationally and internationally.CCG believe good design is good business. Our offices (in Sydney, Melbourne, Brisbane and Bangkok) specialise in translating stakeholder input into built form, acknowledging that clients know their business better than we do. A collaborative approach and comprehensive consultation process allows us to respond to requirements, commercial environments, technical processes and practices, resulting in the optimum design solution.The company's ISO 9001 compliant quality assurance system employs standard procedures to achieve a commensurate response to requirements wherever and whenever they arise.CCG is confident of being able to meet any client's requirements based upon our experience, track record and resources. The firm is currently expanding into other project areas such as electrical infrastructure, health and correctional facilities.",02 9319 3077,Architecture and Planning,11-50 employees,http://www.ccgarchitects.com.au,"NEWTOWN, NSW",Public Company,1990,https://www.linkedin.com/company/caldis-cook-group/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Architecture Australia,"163 Eastern Rd, Lev 6, South Melbourne, Vic 3205, AU","Architecture Australia provides provocative, informative and engaging discussion of the best built-works and the issues that matter. Widely read and highly respected, Architecture Australia has been capturing achievements in Australian architecture for over 100 years.Ask architects which magazine is their first choice, whether it’s to read or to publish their work, and the answer is most likely Architecture Australia. Contributions from the most highly respected practitioners, architectural thinkers and design commentators, supported by images from leading architectural photographers, keep Architecture Australia at the forefront.The national magazine of the Australian Institute of Architects.",null,Architecture and Planning,null,http://architecturemedia.com/magazines/architecture-australia/,null,null,null,https://www.linkedin.com/company/architecture-australia/,"163 Eastern Rd, South Melbourne, Vic, 3205, AU",-37.803425,145.01105,South Melbourne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Zone Planning Group,null,"Zone's strength lies in the vast experience (over 25 years each) and expertise of its Directors and the associated credibility they bring to any project. The Directors have developed strong relationships with personnel and decision makers in local & state regulatory authorities, including an extensive network of contacts with various industry professionals who ably assist with the delivery of projects on time & budget, with a minimum of fuss.Zone Planning Group Services include - •Development applications (preparation & assessment), including all built form land use types & land development (subdivision)•Project strategy & advice•Due diligence investigations & unauthorised activities•Project management & facilitation•Strategic planning & policy development•Planning law - expert witness evidence and general planning litigationWe exist to make sure that you get your job done right. At Zone Planning, we combine a wealth of knowledge, experience and expertise to provide the best possible outcome for our clients. We take a genuine, conscientious approach to our work and can guarantee the highest quality, every time. Our mission is to solve real world problems in a real way through a refreshingly down to earth approach.",null,Architecture and Planning,11-50 employees,http://zoneplanning.com.au/,"Burleigh Heads, Queensland",Privately Held,2016,https://www.linkedin.com/company/zone-planning-group/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
baukultur,"28 Franklin St, Darling Building, Ground Floor, Adelaide, South Australia 5000, AU","Our clients are our focus – we love designing buildings for them, but that’s not all that motivates us we take equal delight in getting the foundations right, and setting our clients up for success.Great environments start with great foundations and the best foundations are a collective effort. Design is the best tool to get us there.We think deeply about our cities and towns so they are inclusive, sustainable and uplifting. For us, design drives that thinking, not just how things look.Our stories started in Adelaidewith Hassell –Although we’re new, we’ve been practicing for a long time. We have the vitality of a start-up and the assurance of seasoned professionals – the best of both worlds. We’re for a culture of creative thinking, and the building of culture in our cities and towns.We are Baukultur.",null,Architecture and Planning,11-50 employees,http://baukultur.com.au/,"Adelaide, South Australia",Privately Held,2020,https://www.linkedin.com/company/baukultur/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ENESS,"285 St Kilda Rd, St Kilda, Melbourne, Victoria 3182, AU","Our newest installation is JEM. Now open at Flowstate, South Bank, Brisbane.ENESS is an award-winning immersive design practice. We transform ordinary spaces and places into meaningful interactive experiences. Our work has been exhibited worldwide, from Museums of modern art to the streets of Mumbai.We create installations that combine varying disciplines, from fine art to software, architecture, music and even sport. We pioneered the art of 3D projection mapping and real-time motion tracking of human movement in theatre, sporting and public installations. Our work often blurs virtual with physical surroundings, encouraging audiences to participate in our hyperreal world.Our in-house services span across strategy, concept, implementation and evaluation. We design and produce the following works:Interactive architectural facades and interiorsPublic art installationsExhibition / Museum exhibits3D ProjectionsDigital playground equipmentFor more details about our work, email info@eness.com.",null,Architecture and Planning,2-10 employees,http://www.eness.com/about,"Melbourne, Victoria",Privately Held,1997,https://www.linkedin.com/company/eness/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Aspect Architects and Project Managers,null,"Aspect (founded in 1992) is a vibrant, award-winning practice involved in architecture and project management projects throughout Australia and South-East Asia. We are a Project Assessment and Delivery Company that creates value for our clients.",(07) 4632 9962,Architecture and Planning,11-50 employees,http://www.aspectapm.net,"Toowoomba, Australia",Partnership,1992,https://www.linkedin.com/company/aspect-architects-and-project-managers/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
iWolff Atelier,"838 Collins Street, Suite 205, Docklands, Vic 3008, AU","iWolff is an Architecture + Interior Design + Master Planning studio where we take pride in creating innovative solutions over decades of practice. At iWolff we consistently deliver high quality design solutions achieving the aesthetic and commercial objectives of our clients.

Our diverse range of project types includes residential, hotel + leisure, commercial, industrial, retail + mixed use as well as healthcare.

We design with passion, innovation and creative flair to deliver the very best to clients",+61 3 9939 4871,Architecture and Planning,11-50 employees,http://www.iwolff.com.au/,"Docklands, Vic",Sole Proprietorship,1994,https://www.linkedin.com/company/iwolff-atelier/,"838 Collins Street, Docklands, Vic, 3008, AU",-37.803425,145.01105,Docklands,Melbourne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Auhaus Architecture,"528 Malvern Rd, Prahran, Victoria 3181, AU","Auhaus Architecture was founded in 2011 by Architects Kate Fitzpatrick and Benjamin Stibbard.

Our projects are driven by a restless search for the idea that captures the essence of site and brief. Each design is a unique reflection of site and client, resulting in architecture that is rigorous and engaging. We are closely involved in all our projects from the initial sketches through to completion.",394294126,Architecture and Planning,2-10 employees,http://www.auhaus.com.au,"Prahran, Victoria",Privately Held,2011,https://www.linkedin.com/company/auhaus-architecture/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CBG Architecture + Interior Design,"33 Tope Street, South Melbourne, Victoria 3205, AU","CBG Architects is an experienced team of architectural professionals with more than 40 years of insight and knowledge in architecture and interior design. Through innovative thinking, dedication and refined insight, CBG Architects focus on producing architecturally built forms that are timeless, enduring, bold and carefully considered to suit every client, brief and context. Formally known as Crema Bahramis Architects, CBG was established in 1981 by Luch Crema and Con Bahramis.  In 1997, Pietro Giordano, joined Crema and Bahramis to form CBG Architects. Today the CBG team consists of a talented group of architects, architectural draftspersons, interior designers and support staff with expertise across a wide variety of projects. This includes individually designed high quality homes, medium and high rise apartments, office complexes, industrial estates, aged care and retirement village developments, government projects, schools, and hotels.CBG’s diverse expertise also extends to interior architecture and design, allowing the team to offer a fully integrated approach for design of exterior and interior spaces to every client. CBG strives to create projects that provide a lasting legacy on the surrounding environment, including the design of Somerville Nursing Home and Retirement Village, the competition winning Gorge Hotel in Launceston, and its Environmental Pods in Hepburn Springs.  Through a holistic approach and focus on building positive client relationships, CBG prides itself on bringing an exceptional level of design, consideration, foresight and value to every single project.",null,Architecture and Planning,11-50 employees,http://www.cbgarchitects.com.au/,"South Melbourne, Victoria",Privately Held,1981,https://www.linkedin.com/company/cbgarchitects/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
B.E Architecture,"100 Stephenson St, Cremorne, Victoria 3121, AU","B.E Architecture is a team of young, dynamic, and multicultural, architects and designers with a range of personal interests and specialities. Led by Directors Broderick Ely, Jonathon Boucher, and Andrew Piva, B.E Architecture has amassed a notable body of work around Australia, with international commissions currently under development.",03 8416 1600,Architecture and Planning,11-50 employees,http://bearchitecture.com,"Cremorne, Victoria",Privately Held,1999,https://www.linkedin.com/company/b-e-architecture/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
EEKOS Architecture & Urban Places,"951 Beaufort Street, Inglewood, Perth, Western Australia 6052, AU","EEKOS : Phonetic of the Greek ‘oikos’ meaning home and family. Origin of the words ecology, economy and ecosystem.

EEKOS is an in-house consultancy based in Perth, Western Australia, providing full-service design solutions in architecture, interior design, landscape architecture, placemaking and urban design. We provide speciality design services where our multi-disciplinary team uniquely and holistically meets the specific needs of our clients across a broad range of project scales and budgets.

EEKOS was established in 2010 bringing together professionals in architecture, interior design, landscape architecture and documentation to provide a complete, in-house service for project procurement, design, documentation and project administration. 

Best-practice design standards are incorporated into every project with an understanding that each project provides the opportunity to demonstrate the highest standard of design and personal service.

SMART BEAUTIFUL RESPONSIBLE

Our design is continually interrogated against these three core principles from inception through to delivery in order to benefit the client, the budget and the overall project delivery. At critical points during the design process we ask ourselves whether it is smart, beautiful, and responsible.

WHAT WE DO

_ Single homes and Residential Developments.
_ Mixed-use and commercial developments.
_ Workplace and office fitouts.
_ Retail and hospitality design.
_ Landscape architecture.
_ Urban design.
_ Placemaking.
_ Coordination of full project delivery including design, planning, approvals and construction stages.
_ Project administration.
_ Masterplanning & development design guidelines.
_ Urban activation & revitalisation.
_ Property Development & Feasibility Assessments.
_ Detailed site analysis, research and due diligence.",null,Architecture and Planning,2-10 employees,http://www.eekos.com.au,"Perth, Western Australia",Privately Held,2010,https://www.linkedin.com/company/ee'kos-architecture-&-urban-places/,"951 Beaufort Street, Perth, Western Australia, 6052, AU",-31.939821,115.8162,Perth,Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
JDA Lammin Architects - Architectural Design Studio,"239 Bay Street, Brighton, VIC 3186, AU","JDA Architects is a specialised Bayside architectural design studio that works hand in hand with you to craft buildings that are a perfect fit for your location, your needs, and your budget. Our mission is to create considered, unique buildings, so that people can work and live in environments that bring them joy.OUR PURPOSEWhether you are building a house, developing residential, commercial or industrial property, or renovating an existing home, we work closely with you to:•	Find the right way to convert your property vision into your reality•	Craft outstanding planning-approved designs that will return real and         fundamental value to you.OUR PROMISEJDA Architects will muster its creativity, deep local knowledge and team of specialised partners to resolve your design and planning issues with the greatest care and efficiency so that you can build, live, and work in a way that truly enriches your life.OUR VALUESCREATIVE RESOLVE:  Together we find a way, discover what is possible, and create certainty despite challenges and complexity.NURTURE YOUR CREATIVITY:   We understand your right to express your personality and style, and we nurture that through our design process.COMMERCIAL REALITY:   We understand commercial projects are driven by the realities of an expected return on investment. We apply our deep experience and extensive local knowledge to intelligent design that optimises margins, marketability and saleability even in changeable markets.INTEGRITY IN EVERYTHING YOU DO:   We embrace our responsibility to be your partners and your team. Everything about our process is open and clear. We regularly check progress is aligned to your expectations and the intended outcome. We work hard on your behalf and resist easy options.",395968411,Architecture and Planning,2-10 employees,http://www.jdaarchitects.com.au,"Brighton, VIC",Privately Held,1985,https://www.linkedin.com/company/jda-architects/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Kavellaris Urban Design,"76-78 Balmain Street, Cremorne, Victoria 3121, AU","We are interested in architecture as an intellectual and philosophical construct founded on ideas that are materialised and translated into an architectural language. The core of our practice philosophy seeks to engage in conscientious environmental design interventions as a foundation to deliver unique and intelligent architecture to meet our client's requirements and budgets.

KUD has been widely recognised locally and internationally through leading architectural publications, journals and television, and has received national and international awards for residential and commercial projects.",61394294733,Architecture and Planning,11-50 employees,http://www.kud.com.au,"Cremorne, Victoria",Privately Held,2002,https://www.linkedin.com/company/kavellaris-urban-design/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
